Sample_Size,Exp_ID,T,Y,Time_Full,Time_Local,Vars_Full,Vars_Local,Eff_Full_Set,Eff_Local_Set,Set_Size_Full,Set_Size_Local,Recall_Uniq
10000,19,CombVerMo,VISCloudCov,0.06175065040588379,0.029468774795532227,56,19,0.0,0.0,1,1,1.0
10000,20,InsChange,AMInsWliScen,0.05858731269836426,0.01237797737121582,56,3,0.0|0.8,0.0|0.8,2,2,1.0
10000,21,CombClouds,LIfr12ZDENSd,0.05766582489013672,0.020954608917236328,56,17,0.0,0.0,1,1,1.0
10000,22,ScnRelPlFcst,CapChange,0.06559872627258301,0.006888151168823242,56,4,0.0|0.75,0.0|0.75,2,2,1.0
10000,23,ScenRelAMIns,TempDis,0.05907249450683594,0.0034410953521728516,56,2,0.0,0.0,1,1,1.0
10000,24,SubjVertMo,MorningBound,0.06673026084899902,0.028582334518432617,56,19,0.0,0.0,1,1,1.0
10000,25,ScnRelPlFcst,SynForcng,0.06788897514343262,0.0034563541412353516,56,2,0.0,0.0,1,1,1.0
10000,26,AreaMoDryAir,MidLLapse,0.061972856521606445,0.026661396026611328,56,16,0.0,0.0,1,1,1.0
10000,27,CldShadeOth,LIfr12ZDENSd,0.06230425834655762,0.018489360809326172,56,16,0.0,0.0,1,1,1.0
10000,28,MeanRH,VISCloudCov,0.07617545127868652,0.02448248863220215,56,17,0.0,0.0,1,1,1.0
10000,29,ScenRelAMIns,Boundaries,0.05801129341125488,0.012820720672607422,56,9,0.0|1.16667,0.0|1.16667,2,2,1.0
10000,30,PlainsFcst,Dewpoints,0.06493949890136719,0.003660440444946289,56,2,0.0,0.0,1,1,1.0
10000,31,Boundaries,N34StarFcst,0.06253981590270996,0.009145498275756836,56,8,0.0,0.0,1,1,1.0
10000,32,SynForcng,AreaMeso_ALS,0.0598297119140625,0.030840396881103516,56,17,0.0,0.0,1,1,1.0
10000,33,InsChange,RHRatio,0.06562042236328125,0.0036802291870117188,56,2,0.0,0.0,1,1,1.0
10000,34,LowLLapse,N34StarFcst,0.05919313430786133,0.003843545913696289,56,2,0.0,0.0,1,1,1.0
10000,35,IRCloudCover,MeanRH,0.06281328201293945,0.026405811309814453,56,17,0.0,0.0,1,1,1.0
10000,36,N0_7muVerMo,RaoContMoist,0.06052279472351074,0.03957486152648926,56,20,0.0,0.0,1,1,1.0
10000,37,Scenario,OutflowFrMt,0.05937957763671875,0.022445201873779297,56,28,0.0,0.0,1,1,1.0
10000,38,R5Fcst,AMDewptCalPl,0.06807065010070801,0.009882688522338867,56,6,0.0|1.0,0.0|1.0,2,2,1.0
10000,39,MidLLapse,CompPlFcst,0.0669107437133789,0.010253190994262695,56,7,0.0,0.0,1,1,1.0
10000,40,PlainsFcst,Scenario,0.06076788902282715,0.014054298400878906,56,23,2.66667|3.0|3.66667,2.66667|3.0|3.66667,3,3,1.0
10000,41,TempDis,MountainFcst,0.06852936744689941,0.003602743148803711,56,2,0.0,0.0,1,1,1.0
10000,42,RHRatio,Date,0.05851244926452637,0.02015519142150879,56,24,1.0,1.0,1,1,1.0
10000,43,WindFieldPln,MvmtFeatures,0.059160709381103516,0.0034041404724121094,56,2,0.0,0.0,1,1,1.0
10000,44,LatestCIN,MorningBound,0.06887245178222656,0.01402139663696289,56,10,0.0|1.2,0.0|1.2,2,2,1.0
10000,45,N34StarFcst,MountainFcst,0.05996537208557129,0.006253719329833984,56,3,0.0|0.5,0.0|0.5,2,2,1.0
10000,46,InsInMt,MeanRH,0.06660914421081543,0.018453359603881836,56,14,0.0,0.0,1,1,1.0
10000,47,InsSclInScen,CombMoisture,0.060466766357421875,0.027977466583251953,56,16,2.5|3.0|5.5,2.5|3.0|5.5,3,3,1.0
10000,48,ScenRelAMIns,CldShadeConv,0.06321024894714355,0.010614633560180664,56,9,0.0|1.16667,0.0|1.16667,2,2,1.0
10000,49,CombClouds,LatestCIN,0.0646209716796875,0.02456808090209961,56,17,0.0,0.0,1,1,1.0
