Sample_Size,Exp_ID,T,Y,True_Effect,MAE_Full,MAE_Local,Time_Full,Time_Local,Eff_Full,Eff_Local,Set_Size_Full,Set_Size_Local,MAE_Full_n,MAE_Local_n,Time_Full_n,Time_Local_n,Vars_Full,Vars_Local,Eff_Full_n,Eff_Local_n,Set_Size_Full_n,Set_Size_Local_n
500,0,ggtp,hbsag_anti,0.0,0.0,0.0,0.40880537033081055,0.017566919326782227,0.0,0.0,1,1,0.016172838587290152,0.016172838587290152,0.3378593921661377,0.013014793395996094,70,2,-0.01617,-0.01617,1,1
500,1,hospital,amylase,0.0,0.0,0.0,0.3077988624572754,0.19836020469665527,0.0,0.0,1,1,0.019854845696188846,0.019854845696188846,0.35074591636657715,0.20813608169555664,70,41,-0.01985,-0.01985,1,1
500,2,pain_ruq,alcoholism,1.0,0.0,0.0,0.5173888206481934,0.09507894515991211,1.0,1.0,1,1,0.01974714472683481,0.01974714472683481,0.3018324375152588,0.13620615005493164,70,37,0.98025,0.98025,1,1
500,3,anorexia,amylase,0.0,0.0,0.0,0.30028676986694336,0.011475086212158203,0.0,0.0,1,1,0.03576747393880588,0.03576747393880588,0.32309460639953613,0.009418010711669922,70,2,0.03577,0.03577,1,1
500,4,bilirubin,triglycerides,0.0,0.0,0.0,0.3167271614074707,0.016865968704223633,0.0,0.0,1,1,0.19959748013356715,0.19959748013356715,0.31960010528564453,0.01596379280090332,70,5,-0.1996,-0.1996,1,1
500,5,alcohol,RHepatitis,0.0,0.0,0.0,0.26880884170532227,0.021234750747680664,0.0,0.0,1,1,0.011837232021617298,0.011837232021617298,0.265087366104126,0.017896413803100586,70,11,-0.01184,-0.01184,1,1
500,6,fatigue,Steatosis,0.0,0.0,0.0,0.31264567375183105,0.08293700218200684,0.0,0.0,1,1,0.019275848007742243,0.019275848007742243,0.26479244232177734,0.07596969604492188,70,33,0.01928,0.01928,1,1
500,7,hospital,spleen,-6.774242184153498e-17,0.0,0.0,0.24845099449157715,0.21464014053344727,-0.0,-0.0,1,1,0.07334093018714624,0.07334093018714624,0.2653679847717285,0.20490336418151855,70,40,-0.07334,-0.07334,1,1
500,8,joints,Steatosis,0.0,0.0,0.0,0.31426501274108887,0.06585860252380371,0.0,0.0,1,1,0.024567389606145493,0.01603860604942879,0.31172633171081543,0.08002924919128418,70,33,-0.0331|-0.01604,-0.01604,2,1
500,9,fat,spiders,0.0,0.0,0.0,0.32027196884155273,0.014624595642089844,0.0,0.0,1,1,0.02466809281271869,0.02466809281271869,0.2983243465423584,0.012115955352783203,70,2,-0.02467,-0.02467,1,1
500,10,cholesterol,spleen,0.0,0.0,0.0,0.32584643363952637,0.013448953628540039,0.0,0.0,1,1,0.024656365701086737,0.024656365701086737,0.2970771789550781,0.01474761962890625,70,2,-0.02466,-0.02466,1,1
500,11,flatulence,alt,0.0,0.0,0.0,0.2650899887084961,0.019388675689697266,0.0,0.0,1,1,0.05443634277289856,0.05443634277289856,0.2919352054595947,0.012367725372314453,70,2,0.05444,0.05444,1,1
500,12,fibrosis,age,-5.921189464667501e-16,0.0,0.0,0.3033137321472168,0.09801864624023438,-0.0,-0.0,1,1,0.03324237606916174,0.03324237606916174,0.27555322647094727,0.13988232612609863,70,39,-0.03324,-0.03324,1,1
500,13,fatigue,hospital,2.0,0.0,0.0,0.26085925102233887,0.22596979141235352,2.0,2.0,1,1,0.01296253085773591,0.01296253085773591,0.3224961757659912,0.18337774276733398,70,40,2.01296,2.01296,1,1
500,14,Steatosis,hepatalgia,-3.968917477247933e-17,0.0,0.0,0.31398725509643555,0.09926557540893555,-0.0,-0.0,1,1,0.05056154009597486,0.05056154009597486,0.2993009090423584,0.08651566505432129,70,33,-0.05056,-0.05056,1,1
500,15,hepatomegaly,pressure_ruq,0.0,0.0,0.0,0.276904821395874,0.017569303512573242,0.0,0.0,1,1,0.03301690495867215,0.026127410703745694,0.28417205810546875,0.021648406982421875,70,2,0.02613|0.03991,0.02613,2,1
500,16,alcoholism,ama,0.0,0.0,0.0,0.30057334899902344,0.10788941383361816,0.0,0.0,1,1,0.08031533881278596,0.08031533881278596,0.32192564010620117,0.11388707160949707,70,38,0.08032,0.08032,1,1
500,17,choledocholithotomy,ggtp,-6.774242184153498e-17,0.0,0.0,0.29950928688049316,0.26022863388061523,-0.0,-0.0,1,1,0.10217925441785969,0.10217925441785969,0.2747659683227539,0.24198532104492188,70,40,-0.10218,-0.10218,1,1
500,18,ggtp,pressure_ruq,0.0,0.0,0.0,0.3374173641204834,0.015599727630615234,0.0,0.0,1,1,0.08396979883103539,0.08396979883103539,0.30387258529663086,0.036019325256347656,70,2,-0.08397,-0.08397,1,1
500,19,triglycerides,obesity,1.0,0.0,0.0,0.275188684463501,0.0924065113067627,1.0,1.0,1,1,0.03972646672278879,0.03972646672278879,0.318727970123291,0.12623190879821777,70,33,1.03973,1.03973,1,1
500,20,diabetes,ChHepatitis,0.0,0.0,0.0,0.26341724395751953,0.21099328994750977,0.0,0.0,1,1,0.035751227244942924,0.035751227244942924,0.27422595024108887,0.14690923690795898,70,43,0.03575,0.03575,1,1
500,21,palms,phosphatase,0.0,0.0,0.0,0.3132038116455078,0.015974760055541992,0.0,0.0,1,1,0.048002897076621906,0.048002897076621906,0.28682851791381836,0.01252126693725586,70,2,0.048,0.048,1,1
500,22,edge,le_cells,0.0,0.0,0.0,0.275158166885376,0.016818523406982422,0.0,0.0,1,1,0.0022006380247197774,0.0022006380247197774,0.3168177604675293,0.016403913497924805,70,2,-0.0022,-0.0022,1,1
500,23,spleen,albumin,0.0,0.0,0.0,0.4538865089416504,0.01700139045715332,0.0,0.0,1,1,0.05140540995402298,0.05140540995402298,0.2749359607696533,0.018039464950561523,70,2,0.05141,0.05141,1,1
500,24,fatigue,PBC,0.0,0.0,0.0,0.2966301441192627,0.042494773864746094,0.0,0.0,1,1,0.0073646225325341074,0.0073646225325341074,0.3080439567565918,0.03556990623474121,70,20,-0.00736,-0.00736,1,1
500,25,pain,triglycerides,0.0,0.0,0.0,0.27205562591552734,0.011126279830932617,0.0,0.0,1,1,0.04760347881172341,0.01598384779105558,0.24415850639343262,0.012604236602783203,70,2,-0.07922|-0.01598,-0.01598,2,1
500,26,pain_ruq,hcv_anti,0.0,0.0,0.0,0.23720407485961914,0.012789011001586914,0.0,0.0,1,1,0.022821646155406463,0.022821646155406463,0.2472858428955078,0.014449119567871094,70,2,0.02282,0.02282,1,1
500,27,age,Steatosis,-1.2079226507921704e-15,0.0,0.0,0.32387614250183105,0.10434651374816895,-0.0,-0.0,1,1,0.10110376779842242,0.10110376779842242,0.3047661781311035,0.13235139846801758,70,40,-0.1011,-0.1011,1,1
500,28,ESR,hepatalgia,0.0,0.0,0.0,0.3244974613189697,0.015275239944458008,0.0,0.0,1,1,0.0010019234381145152,0.0010019234381145152,0.27065300941467285,0.01328277587890625,70,2,0.001,0.001,1,1
